feature,importance
hour,250.80344414698436
temp_celsius,214.34298958906595
day_of_week,200.04059976434294
month,121.67126592999368
clouds_all,46.003619940541036
weather_description_encoded,38.00252187303817
rain_1h,29.668732749146514
weather_severity,25.67034024130926
is_weekend,19.417714086746308
weather_main_encoded,18.33542770484134
is_rush_hour,18.04045316669242
total_precipitation,14.001845484228683
snow_1h,2.3343786623786666
is_holiday,0.0
